trip_date,vehicle_id,tonnage,product,delivery_number,quantity,distributor,amount
3/4/2025,KCU278L,13,UDV,1055558085,744,ASPENDOS(k)LTD,33237
3/3/2025,KCK133T,13,UDV,1055555569,665,PEANCO KERUGOYA,33000
3/4/2025,KBC677M,13,UDV,1055560228,630,WAMUTI NYERI,35000
3/4/2025,KCJ579X,13,UDV,1055560230,669,KISAJU KAGIO,30000
3/6/2025,KBT436A,13,UDV,1055568739,618,HAPPYLAND NAROK,40000
3/6/2025,KAV208S,13,UDV,1055564562,674,KOROMOTO ELDORET,70000
3/6/2025,KCK133T,13,UDV,1055568375,700,KISAJU KAGIO,30000
3/11/2025,KCB803Z,13,UDV,1055585821,502,WAMUTI NYERI,35000
3/13/2025,KCJ579X,13,UDV,1055591416,810,BIA POA DISTRIBUTORS LIMITED,19000
3/11/2025,KDH312K,7,UDV,1055583502,308,ALBADI MWINGI,25000
3/11/2025,KBU196W,7,UDV,1055586815,430,MISTERTHREEDISTRIBUTORSLTD,25000
3/13/2025,KCN156N,7,UDV,1055595684,360,MUCHARAGE KAHURO,19500
3/12/2025,KBC677M,13,UDV,1055588380,587,KANGE NKUBU,45000
3/11/2025,KCD001A,13,UDV,1055579929,788,MT KENYAKARUEBEVERAGESLTD,40000
3/13/2025,KCJ579X,13,UDV,1055596146,650,KINGIINYA NKUBU,45000
3/15/2025,KCU278L,13,UDV,1055602675,890,SENATORYETUAGENCIES,28000
3/15/2025,KCD001A,13,UDV,1055602612,662,KISAJU KAGIO,30000
3/15/2025,KCK133T,13,UDV,1055604204,610,WAMUTI NYERI,35000
3/15/2025,KCB803Z,13,UDV,1055604210,510,WAMUTI NYERI,35000
3/18/2025,KDH312K,7,UDV,1055612095,368,JAOLO NAROK,26000
3/19/2025,KCJ579X,13,UDV,1055611888,688,MT KENYAKARUEBEVERAGESLTD,40000
3/18/2025,KCU278L,13,UDV,1055612192,656,KISAJU KAGIO,30000
3/19/2025,KCN156N,13,UDV,1055611405,377,MISTERTHREEDISTRIBUTORSLTD,25000
3/18/2025,KBU196W,13,UDV,1055610185,595,ASPENDOS(K)LTD OTHAYA,35000
3/19/2025,KAT547U,13,UDV,1055610188,557,KANGE NKUBU,45000
3/19/2025,KBT436A,13,UDV,1055616843,617,HAPPYLAND BOMET,52000
3/22/2025,KCN156N,13,UDV,1055627429,600,MT KENYAKARUEBEVERAGESLTD,40000
3/24/2025,KBT436A,13,UDV,1055634812,577,KISAJU KAGIO,30000
3/25/2025,KDH312K,7,UDV,1055639324,315,MUCHARAGE MURANGA,19000
3/27/2025,KCJ579X,13,UDV,1055642323,715,BIA POA DISTRIBUTORS LIMITED,19000
3/26/2025,KAV208S,13,UDV,1055642341,679,KISAJU KAGIO,30000
3/20/2025,KBC677M,13,UDV,1055618585,620,MALEXEDISTRIBUTORSLIMITED KITHYUKO,34000
3/21/2025,KBU196W,13,UDV,1055624984,525,ALBADI MWINGI,32000
3/26/2025,KDH312K,7,UDV,1055644921,300,JAOLO NAROK,26000
3/27/2025,KAT547U,7,UDV,1055643818,340,ENGIPRODISTRIBUTORSLIMITED,13600
3/27/2025,KCD001A,13,UDV,1055647529,700,KISAJU KAGIO,30000
3/28/2025,KAT547U,7,UDV,1055647465,300,MT KENYAKARUEBEVERAGESLTD,27300
3/28/2025,KDH312K,13,UDV,1055652407,390,WAMUTI NYERI,27000
3/29/2025,KBT436A,30,UDV,1055655626,1290,HAPPYLAND NAROK,40000
3/29/2025,KAV208S,30,UDV,1055655692,1000,HAPPYLAND BOMET,52000
3/29/2025,KBC677M,13,UDV,1055655953,600,BIA POA DISTRIBUTORS LIMITED,19000
3/28/2025,KCK133T,13,UDV,1055652005,710,D.O STORES ELDORET,70000
3/25/2025,KCK133T,13,UDV,1055635153,730,MISTERTHREEDISTRIBUTORSLTD,32000
3/30/2025,KDH312K,7,UDV,1055656595,410,KANGE NKUBU,32000
3/29/2025,KAW901B,30,UDV,1055655695,1000,HAPPYLAND BOMET,52000
3/29/2025,KAT547U,7,UDV,1055655874,375,IBANGUA NYERI,27000
3/31/2025,KAT547U,7,UDV,1055660152,432,KISAJU KAGIO,21000
3/30/2025,KBT436A,13,UDV,1055656693,668,DAKANEYKEROWCOMMUNICATIONLIMITED,33200
3/11/2025,KCR141P,13,UDV,1055585061,666,KISAJU KAGIO,30000
3/24/2025,KBC677M,13,UDV,1055634453,600,BIA POA DISTRIBUTORS LIMITED,19000
3/22/2025,KCD001A,13,UDV,1055629288,645,TOKI KITUI,37000
3/3/2025,KAV208S,13,KEG,1055553689,216,BIA POA DISTRIBUTORS LIMITED,19000
3/4/2025,KBT436A,13,KEG,1055557430,216,BIA POA DISTRIBUTORS LIMITED,19000
3/4/2025,KAW901B,13,KEG,1055557436,216,BIA POA DISTRIBUTORS LIMITED,19000
3/5/2025,KCD001A,13,KEG,1055560973,216,BIA POA DISTRIBUTORS LIMITED,19000
3/8/2025,KBC677M,13,KEG,1055576544,216,BIA POA DISTRIBUTORS LIMITED,19000
3/8/2025,KBT436A,13,KEG,1055576944,216,BIA POA DISTRIBUTORS LIMITED,19000
3/8/2025,KCK133T,13,KEG,1055577229,216,BIA POA DISTRIBUTORS LIMITED,19000
3/8/2025,KCJ579X,13,KEG,1055576069,216,BIA POA DISTRIBUTORS LIMITED,19000
3/9/2025,KBT436A,13,KEG,1055577902,216,BIA POA DISTRIBUTORS LIMITED,19000
3/9/2025,KAV208S,13,KEG,1055577997,216,BIA POA DISTRIBUTORS LIMITED,19000
3/9/2025,KBC677M,13,KEG,1055578001,216,BIA POA DISTRIBUTORS LIMITED,19000
3/10/2025,KCU278L,13,KEG,1055578002,216,BIA POA DISTRIBUTORS LIMITED,19000
3/10/2025,KAV208S,13,KEG,1055578003,216,BIA POA DISTRIBUTORS LIMITED,19000
3/14/2025,KCD001A,13,KEG,1055599550,216,BIA POA DISTRIBUTORS LIMITED,19000
3/18/2025,KAV208S,13,KEG,1055610323,216,BIA POA DISTRIBUTORS LIMITED,19000
3/18/2025,KBC677M,13,KEG,1055610324,216,BIA POA DISTRIBUTORS LIMITED,19000
3/18/2025,KAW901B,13,KEG,1055611472,216,BIA POA DISTRIBUTORS LIMITED,19000
3/20/2025,KAW901B,13,KEG,1055619741,216,BIA POA DISTRIBUTORS LIMITED,19000
3/20/2025,KCK133T,13,KEG,1055619754,216,BIA POA DISTRIBUTORS LIMITED,19000
3/20/2025,KCJ579X,13,KEG,1055619756,216,BIA POA DISTRIBUTORS LIMITED,19000
3/22/2025,KCJ579X,13,KEG,1055629258,216,BIA POA DISTRIBUTORS LIMITED,19000
3/23/2025,KCJ579X,13,KEG,1055630177,216,BIA POA DISTRIBUTORS LIMITED,19000
3/24/2025,KBC677M,13,KEG,1055630294,216,BIA POA DISTRIBUTORS LIMITED,19000
3/25/2025,KCJ579X,13,KEG,1055635212,216,BIA POA DISTRIBUTORS LIMITED,19000
3/25/2025,KCU278L,13,KEG,1055638112,216,BIA POA DISTRIBUTORS LIMITED,19000
3/25/2025,KCD001A,13,KEG,1055639912,216,BIA POA DISTRIBUTORS LIMITED,19000
3/27/2025,KBT436A,13,KEG,1055647688,216,BIA POA DISTRIBUTORS LIMITED,19000
3/27/2025,KCU278L,13,KEG,1055649450,216,BIA POA DISTRIBUTORS LIMITED,19000
3/28/2025,KBC677M,13,KEG,1055652516,216,BIA POA DISTRIBUTORS LIMITED,19000
3/28/2025,KCJ579X,13,KEG,1055654063,216,BIA POA DISTRIBUTORS LIMITED,19000
3/28/2025,KAV208S,13,KEG,1055654065,216,BIA POA DISTRIBUTORS LIMITED,19000
3/28/2025,KBT436A,13,KEG,1055654945,216,BIA POA DISTRIBUTORS LIMITED,19000
3/28/2025,KCD001A,13,KEG,1055654949,216,BIA POA DISTRIBUTORS LIMITED,19000
3/30/2025,KCU278L,13,KEG,1055656921,216,BIA POA DISTRIBUTORS LIMITED,19000
3/31/2025,KBC677M,13,KEG,1055656998,216,BIA POA DISTRIBUTORS LIMITED,19000
3/31/2025,KCD001A,13,KEG,1055657105,216,BIA POA DISTRIBUTORS LIMITED,19000
3/31/2025,KAV208S,13,KEG,1055657106,216,BIA POA DISTRIBUTORS LIMITED,19000
3/31/2025,KCJ579X,13,KEG,1055660449,216,BIA POA DISTRIBUTORS LIMITED,19000
3/12/2025,KBT436A,13,KEG,1055590036,216,D. O. STORES LIMITED KITALE,70000
3/12/2025,KAV208S,13,KEG,1055590151,216,D. O. STORES LIMITED KITALE,70000
3/6/2025,KAW901B,13,KEG,1055568077,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
3/11/2025,KCD001A,13,KEG,1055584648,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
3/17/2025,KAV208S,13,KEG,1055608051,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
3/11/2025,KBV646Z,13,KEG,1055584649,216,DAVID MUNYAE KAKUKU,23000
3/19/2025,KAV208S,13,KEG,1055615399,216,DAVID MUNYAE KAKUKU,23000
3/21/2025,KCD001A,13,KEG,1055625369,216,DAVID MUNYAE KAKUKU,23000
3/9/2025,KCD001A,13,KEG,1055577610,216,HIGHMARK ISHIARA,40000
3/8/2025,KCU278L,13,KEG,1055577157,216,HIGHMARK TRADING MUKOTHIMA,54000
3/6/2025,KBC677M,13,KEG,1055569424,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/6/2025,KCU278L,13,KEG,1055570808,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/7/2025,KAW901B,13,KEG,1055572598,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/8/2025,KBV646Z,13,KEG,1055577158,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/15/2025,KAW901B,13,KEG,1055604049,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/17/2025,KCJ579X,13,KEG,1055605952,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/22/2025,KAW901B,13,KEG,1055629296,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/23/2025,KAV208S,13,KEG,1055629461,216,INTRICATE MARKETING EMALI KIBWEZI,41000
3/9/2025,KCJ579X,13,KEG,1055577641,216,JAOLO ENTERPRISES LIMITED,30000
3/12/2025,KCD001A,13,KEG,1055594155,216,JAOLO ENTERPRISES LIMITED,30000
3/1/2025,KCK133T,13,KEG,1055551946,216,MANARA LIMITED,20000
3/11/2025,KCK133T,13,KEG,1055583554,216,MANARA LIMITED,20000
3/11/2025,KBC677M,13,KEG,1055583553,216,MANARA LIMITED,20000
3/11/2025,KCJ579X,13,KEG,1055584679,216,MANARA LIMITED,20000
3/14/2025,KCK133T,13,KEG,1055602701,216,MANARA LIMITED,20000
3/15/2025,KAV208S,13,KEG,1055603813,216,MANARA LIMITED,20000
3/15/2025,KBC677M,13,KEG,1055604158,216,MANARA LIMITED,20000
3/17/2025,KCU278L,13,KEG,1055608082,216,MANARA LIMITED,20000
3/17/2025,KBC677M,13,KEG,1055608081,216,MANARA LIMITED,20000
3/20/2025,KCD001A,13,KEG,1055617620,216,MANARA LIMITED,20000
3/21/2025,KAV208S,13,KEG,1055627697,216,MANARA LIMITED,20000
3/21/2025,KCJ579X,13,KEG,1055628051,216,MANARA LIMITED,20000
3/21/2025,KAW901B,13,KEG,1055627700,216,MANARA LIMITED,20000
3/22/2025,KCK133T,13,KEG,1055628936,216,MANARA LIMITED,20000
3/23/2025,KBC677M,13,KEG,1055629540,216,MANARA LIMITED,20000
3/23/2025,KBT436A,13,KEG,1055629542,216,MANARA LIMITED,20000
3/23/2025,KCK133T,13,KEG,1055630086,216,MANARA LIMITED,20000
3/28/2025,KAW901B,13,KEG,1055652520,216,MANARA LIMITED,20000
3/29/2025,KCU278L,13,KEG,1055655161,216,MANARA LIMITED,20000
3/29/2025,KCD001A,13,KEG,1055656067,216,MANARA LIMITED,20000
3/30/2025,KCJ579X,13,KEG,1055656733,216,MANARA LIMITED,20000
3/31/2025,KCK133T,13,KEG,1055660029,216,MANARA LIMITED,20000
3/31/2025,KBC677M,13,KEG,1055660738,216,MANARA LIMITED,20000
3/8/2025,KAW901B,13,KEG,1055577231,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
3/17/2025,KBT436A,13,KEG,1055606483,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
3/18/2025,KCD001A,13,KEG,1055610167,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
3/31/2025,KCU278L,13,KEG,1055661026,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
3/6/2025,KCD001A,13,KEG,1055568099,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
3/8/2025,KCD001A,13,KEG,1055576071,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
3/9/2025,KCK133T,13,KEG,1055577855,216,MUCHARAGE ENTERPRISES KANGARI,20000
3/10/2025,KAW901B,13,KEG,1055581621,216,MUCHARAGE ENTERPRISES KANGARI,20000
3/18/2025,KCK133T,13,KEG,1055613173,216,MUCHARAGE ENTERPRISES KANGARI,20000
3/25/2025,KAW901B,13,KEG,1055639536,216,MUCHARAGE ENTERPRISES KANGARI,20000
3/26/2025,KBC677M,13,KEG,1055643847,216,MUCHARAGE ENTERPRISES KANGARI,20000
3/6/2025,KCJ579X,13,KEG,1055570685,216,SENATOR YETU AGENCIES GILGIL,26000
3/7/2025,KBV646Z,13,KEG,1055570682,216,SENATOR YETU AGENCIES GILGIL,26000
3/8/2025,KAV208S,13,KEG,1055575758,216,SENATOR YETU AGENCIES GILGIL,26000
3/21/2025,KCU278L,13,KEG,1055627428,216,SUPERLINE DISTRIBUTORS LTD TAVETA,72000
3/11/2025,KCU278L,13,KEG,1055587049,216,TESKO ENTERPRISES LIMITED,50000
3/11/2025,KAW901B,13,KEG,1055587051,216,TESKO ENTERPRISES LIMITED,50000
3/11/2025,KCK133T,13,KEG,1055587067,216,TESKO ENTERPRISES LIMITED,50000
3/5/2025,KAV208S,13,KEG,660613,300,DAVID MUNYAE DISTRIBUTORS COMPANY,14000
3/18/2025,KAW901B,13,KEG,660771,300,BIA POA DISTRIBUTORS LIMITED,13300
3/18/2025,KCK133T,13,KEG,660775,300,BIA POA DISTRIBUTORS LIMITED,13300
3/18/2025,KBU196W,13,KEG,660776,300,BIA POA DISTRIBUTORS LIMITED,13300
4/23/2025,KCJ579X,13,KEG,662102,300,BIA POA DISTRIBUTORS LIMITED,13300
4/1/2025,KCD001A,13,KEG,662358,300,DAVID MUNYAE DISTRIBUTORS COMPANY,16100
4/1/2025,KAV208S,13,KEG,1055661136,216,MANARA LIMITED,20000
4/9/2025,KCD001A,13,KEG,662266,300,BIA POA DISTRIBUTORS LIMITED,13300
4/9/2025,KBC677M,13,KEG,662267,300,BIA POA DISTRIBUTORS LIMITED,13300
4/9/2025,KCJ579X,13,KEG,662268,300,BIA POA DISTRIBUTORS LIMITED,13300
4/9/2025,KBT436A,13,KEG,662269,300,BIA POA DISTRIBUTORS LIMITED,13300
4/10/2025,KBC677M,13,KEG,1055694557,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
4/10/2025,KCD001A,13,KEG,1055694554,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
4/10/2025,KCJ579X,13,KEG,1055696847,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
4/10/2025,KBT436A,13,KEG,1055698064,216,BIA POA DISTRIBUTORS LIMITED,19000
4/10/2025,KCU278L,13,KEG,1055697918,216,BIA POA DISTRIBUTORS LIMITED,19000
4/10/2025,KCK133T,13,KEG,1055700090,216,BIA POA DISTRIBUTORS LIMITED,19000
4/11/2025,KCD001A,13,KEG,1055701945,216,BIA POA DISTRIBUTORS LIMITED,19000
4/11/2025,KBT436A,13,KEG,1055704342,216,BIA POA DISTRIBUTORS LIMITED,19000
4/11/2025,KCU278L,13,KEG,1055705144,216,MUCHARAGE ENTERPRISES KANGARI,20000
4/12/2025,KCJ579X,13,KEG,1055706177,216,BIA POA DISTRIBUTORS LIMITED,19000
4/12/2025,KBT436A,13,KEG,1055706517,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
4/12/2025,KCD001A,13,KEG,1055706580,216,BIA POA DISTRIBUTORS LIMITED,19000
4/13/2025,KCU278L,13,KEG,1055706845,216,ALBADI COMPANY LTD HOLA,90000
4/14/2025,KCK133T,13,KEG,1055711113,216,BIA POA DISTRIBUTORS LIMITED,19000
4/14/2025,KCJ579X,13,KEG,1055711673,216,BIA POA DISTRIBUTORS LIMITED,19000
4/14/2025,KAV208S,13,KEG,1055711683,216,INTRICATE MARKETING EMALI KIBWEZI,41000
4/15/2025,KBT436A,13,KEG,1055715725,216,BIA POA DISTRIBUTORS LIMITED,19000
4/15/2025,KCD001A,13,KEG,1055715726,216,BIA POA DISTRIBUTORS LIMITED,19000
4/15/2025,KCJ579X,13,KEG,1055717054,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
4/16/2025,KBC677M,13,KEG,1055721341,216,BIA POA DISTRIBUTORS LIMITED,19000
4/16/2025,KCD001A,13,KEG,1055722126,216,BIA POA DISTRIBUTORS LIMITED,19000
4/16/2025,KAV208S,13,KEG,1055722133,216,BIA POA DISTRIBUTORS LIMITED,19000
4/16/2025,KCK133T,13,KEG,1055722456,216,MANARA LIMITED,20000
4/17/2025,KCU278L,13,KEG,1055723341,216,MANARA LIMITED,20000
4/17/2025,KBT436A,13,KEG,1055723335,216,BIA POA DISTRIBUTORS LIMITED,19000
4/17/2025,KBV646Z,13,KEG,1055725764,216,MUCHARAGE ENTERPRISES KANGARI,20000
4/17/2025,KCJ579X,13,KEG,1055725553,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
4/17/2025,KAV208S,13,KEG,1055727196,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
4/17/2025,KAW901B,13,KEG,1055727964,216,MANARA LIMITED,20000
4/18/2025,KCU278L,13,KEG,1055730375,216,MANARA LIMITED,20000
4/18/2025,KCJ579X,13,KEG,1055730427,216,BIA POA DISTRIBUTORS LIMITED,19000
4/18/2025,KBC677M,13,KEG,1055730618,216,BIA POA DISTRIBUTORS LIMITED,19000
4/18/2025,KCK133T,13,KEG,1055730841,216,MANARA LIMITED,20000
4/19/2025,KAV208S,13,KEG,1055731305,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
4/19/2025,KAW901B,13,KEG,1055731311,216,MUCHARAGE ENTERPRISES KANGARI,20000
4/20/2025,KCJ579X,13,KEG,1055732210,216,MANARA LIMITED,20000
4/21/2025,KBC677M,13,KEG,1055732556,216,SUPERLINE DISTRIBUTORS LTD MWATATE,67000
4/21/2025,KCK133T,13,KEG,1055732570,216,MANARA LIMITED,20000
4/21/2025,KCU278L,13,KEG,1055732559,216,SUPERLINE DISTRIBUTORS LTD TAVETA,72000
4/21/2025,KBT436A,13,KEG,1055732566,216,MUCHARAGE ENTERPRISES KANGARI,20000
4/21/2025,KCJ579X,13,KEG,1055734806,216,MANARA LIMITED,20000
4/21/2025,KCD001A,13,KEG,662172,300,BIA POA DISTRIBUTORS LIMITED,13300
4/22/2025,KBV646Z,13,KEG,1055735442,216,MANARA LIMITED,20000
4/22/2025,KCK133T,13,KEG,1055736454,216,MANARA LIMITED,20000
4/22/2025,KAV208S,13,KEG,1055738318,216,MANARA LIMITED,20000
4/22/2025,KAW901B,13,KEG,1055738332,216,MANARA LIMITED,20000
4/22/2025,KBT436A,13,KEG,1055738345,216,MANARA LIMITED,20000
4/22/2025,KCJ579X,13,KEG,1055740554,216,MUCHARAGE ENTERPRISES KANGARI,20000
4/24/2025,KCJ579X,13,KEG,1055750019,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
4/24/2025,KBT436A,13,KEG,662121,300,BIA POA DISTRIBUTORS LIMITED,13300
4/25/2025,KAV208S,13,KEG,1055754960,216,MANARA LIMITED,20000
4/25/2025,KCK133T,13,KEG,1055755629,216,SUPERLINE DISTRIBUTORS LTD SAMBURU,72000
4/26/2025,KAV208S,13,KEG,1055757643,216,MANARA LIMITED,20000
4/26/2025,KBC677M,13,KEG,1055757432,216,BIA POA DISTRIBUTORS LIMITED,19000
4/28/2025,KBT436A,13,KEG,1055758446,216,HIGHMARK ISHIARA,40000
4/28/2025,KCJ579X,13,KEG,1055760222,216,MUCHARAGE ENTERPRISES KANGARI,20000
4/28/2025,KCK133T,13,KEG,1055760426,216,MANARA LIMITED,20000
4/28/2025,KAW901B,13,KEG,1055761065,216,BIA POA DISTRIBUTORS LIMITED,19000
4/29/2025,KCJ579X,13,KEG,1055765394,216,BIA POA DISTRIBUTORS LIMITED,19000
4/30/2025,KCJ579X,13,KEG,1055770144,216,BIA POA DISTRIBUTORS LIMITED,19000
4/30/2025,KBT436A,13,KEG,1055770147,216,BIA POA DISTRIBUTORS LIMITED,19000
4/30/2025,KAV208S,13,KEG,1055772603,216,MANARA LIMITED,20000
4/28/2025,KCD001A,13,KEG,1055760322,216,INTRICATE MARKETING EMALI KIBWEZI,41000
4/8/2025,KAT547U,7,UDV,1055684046,304,DAKANEYKEROWCOMMUNICATIONLIMITED,21500
4/5/2025,KDH312K,7,UDV,1055679414,375,ALBADI MWINGI,25000
4/6/2025,KCN156N,7,UDV,1055679335,423,ENGIPRODISTRIBUTORSLIMITED,13600
4/9/2025,KAT547U,7,UDV,1055692553,390,IBANGUA NYERI,27000
4/9/2025,KCN156N,13,UDV,1055689302,502,IBANGUA NYERI,35000
4/7/2025,KCN156N,7,UDV,1055683455,483,ASPENDOS(k)LTD,22900
4/11/2025,KDH312K,7,UDV,1055704885,408,SENATORYETUAGENCIES,20000
4/12/2025,KCN156N,7,UDV,1055706341,322,ENGIPRODISTRIBUTORSLIMITED,13600
4/11/2025,KBC677M,13,UDV,1055701188,600,MT KENYAKARUEBEVERAGESLTD,40000
4/11/2025,KCK133T,13,UDV,1055702406,520,HAPPYLAND NAROK,40000
4/14/2025,KBC677M,13,UDV,1055708862,700,MT KENYAKARUEBEVERAGESLTD,40000
4/15/2025,KDH312K,7,UDV,1055715554,411,KISAJU KAGIO,21000
4/17/2025,KDH312K,7,UDV,1055720501,312,MUCHARAGE KAHURO,19500
4/15/2025,KCN156N,13,UDV,1055715555,514,KISAJU KAGIO,30000
4/18/2025,KCN156N,7,UDV,1055730350,355,MUCHARAGE KAHURO,19500
4/18/2025,KBT436A,13,UDV,1055730392,694,KISAJU KAGIO,30000
4/19/2025,KCD001A,13,UDV,1055730215,610,CYDEN ELDORET,70000
4/21/2025,KDH312K,7,UDV,1055734032,375,ENGIPRODISTRIBUTORSLIMITED,13600
4/22/2025,KDH312K,7,UDV,1055736430,390,ASPENDOS(K)LTD OTHAYA,27000
4/21/2025,KCN156N,7,UDV,1055734539,450,PEANCO KERUGOYA,22000
4/22/2025,KCN156N,7,UDV,1055738172,396,ALBADI MWINGI,25000
4/23/2025,KBC677M,13,UDV,1055744061,501,DELTA POINT MAKONGENI,20000
4/25/2025,KDH312K,7,UDV,1055752445,310,BIA POA DISTRIBUTORS LIMITED,12150
4/25/2025,KBT436A,13,UDV,1055749405,636,HAPPYLAND NAROK,40000
4/25/2025,KAW901B,13,UDV,1055743717,545,KANGE NKUBU,45000
4/25/2025,KCN156N,7,UDV,1055752680,438,KISAJU KAGIO,21000
4/25/2025,KCU278L,13,UDV,1055752686,600,WAMUTI NYERI,35000
4/28/2025,KCU278L,13,UDV,1055759901,641,KISAJU KAGIO,30000
4/28/2025,KDH312K,7,UDV,1055759916,450,MISTERTHREEDISTRIBUTORSLTD,22300
4/28/2025,KBC677M,13,UDV,1055762164,1100,MT KENYAKARUEBEVERAGESLTD,40000
4/28/2025,KCN156N,7,UDV,1055759988,308,DELTA POINT MAKONGENI,12000
4/24/2025,KBV646Z,13,UDV,1055749339,650,WAMUTI NYERI,35000
4/28/2025,KAV208S,13,UDV,1055761605,690,WAMUTI NYERI,35000
4/30/2025,KDH312K,7,UDV,1055773415,496,KISAJU KAGIO,21000
4/29/2025,KAW901B,13,UDV,1055765582,574,KISAJU KAGIO,30000
4/29/2025,KAT547U,7,UDV,1055765583,450,KISAJU KAGIO,21000
4/29/2025,KDH312K,7,UDV,1055767681,365,ALBADI MWINGI,25000
4/29/2025,KBC677M,13,UDV,1055765574,565,MT KENYAKARUEBEVERAGESLTD,40000
4/29/2025,KCU278L,13,UDV,1055767299,605,SENATORYETUAGENCIES,28000
4/29/2025,KCN156N,7,UDV,1055766581,340,CYDEN ELDORET,50000
4/30/2025,KAT547U,7,UDV,1055772522,376,ENGIPRODISTRIBUTORSLIMITED,13600
4/30/2025,KAW901B,13,UDV,1055773411,516,CYDEN ELDORET,70000
4/29/2025,KCD001A,13,UDV,1055765307,750,CYDEN ELDORET,70000
5/6/2025,KCN156N,7,UDV,1055784440,460,ENGIPRODISTRIBUTORSLIMITED,13600
5/6/2025,KCN156N,7,UDV,1055784432,369,DAKANEYKEROWCOMMUNICATIONLIMITED,21500
5/8/2025,KCN156N,7,UDV,1055799459,460,ENGIPRODISTRIBUTORSLIMITED,13600
5/6/2025,KCD001A,13,UDV,1055786967,600,MT KENYAKARUEBEVERAGESLTD,40000
5/8/2025,KAW901B,13,UDV,1055799545,729,TOKI KITUI,37000
5/8/2025,KDH312K,7,UDV,1055796625,309,IBANGUA NYERI,27000
5/12/2025,KDH312K,7,UDV,1055808498,319,MUCHARAGE MURANGA,19000
5/13/2025,KCN156N,7,UDV,1055811612,485,ASPENDOS(K)LTD OTHAYA,27000
5/9/2025,KAV208S,13,UDV,1055803825,603,HAPPYLAND BOMET,52000
5/12/2025,KAV208S,13,UDV,1055811610,648,SENATORYETUAGENCIES,28000
5/14/2025,KCN156N,7,UDV,1055815535,430,PEANCO KERUGOYA,22000
5/13/2025,KAT547U,7,UDV,1055814551,353,MISTERTHREEDISTRIBUTORSLTD,22300
5/12/2025,KAW901B,13,UDV,1055811206,599,INTRICATE MARKETING EMALI,45000
5/13/2025,KCD001A,13,UDV,1055814539,545,HAPPYLAND NAROK,40000
5/14/2025,KAV208S,13,UDV,1055820578,643,D.O STORES ELDORET,70000
5/14/2025,KBT436A,13,UDV,1055814629,663,ALBADI MWINGI,35000
5/14/2025,KDH312K,7,UDV,1055814547,381,IBANGUA MAKUTANO,27000
5/14/2025,KBV646Z,13,UDV,1055815935,545,MT KENYAKARUEBEVERAGESLTD,40000
5/16/2025,KAT547U,7,UDV,1055829399,453,IBANGUA NYERI,27000
5/15/2025,KAW901B,13,UDV,1055824266,600,MT KENYAKARUEBEVERAGESLTD,40000
5/17/2025,KDH312K,7,UDV,1055833917,320,MUCHARAGE MURANGA,25000
5/17/2025,KCN156N,13,UDV,1055833821,534,DELTA POINT MAKONGENI,20000
5/15/2025,KCD001A,13,UDV,1055826039,727,D.O STORES ELDORET,70000
5/20/2025,KBC677M,13,UDV,1055836396,590,KISAJU KAGIO,30000
5/19/2025,KCU278L,13,UDV,1055836399,600,MT KENYAKARUEBEVERAGESLTD,40000
5/20/2025,KCN156N,13,UDV,1055842801,505,KANGE NKUBU,45000
5/21/2025,KCD001A,13,UDV,1055848998,560,WAMUTI NYERI,37000
5/21/2025,KAT547U,7,UDV,1055842807,323,MUCHARAGE KAHURO,19500
5/21/2025,KCJ579X,13,UDV,1055847904,590,BIA POA DISTRIBUTORS LIMITED,19000
5/21/2025,KDH312K,7,UDV,1055847898,359,DAKANEYKEROWCOMMUNICATIONLIMITED,21500
5/21/2025,KBC677M,13,UDV,1055846964,660,KISAJU KAGIO,30000
5/24/2025,KBC677M,13,UDV,1055859241,540,WAMUTI NYERI,35000
5/23/2025,KCU278L,13,UDV,1055859095,650,DELTA POINT MAKONGENI,20000
